epoch,cycle,learning_rate,entropy_term,kl_divergence_term,continuous_loss,discrete_loss,max_1,max_2,max_3,max_4,max_5,max_6,max_7,max_8,max_9,max_10,max_11,max_12,max_13,max_14,max_15,max_16,max_17,max_18,max_19,max_20,token_id_1,token_id_2,token_id_3,token_id_4,token_id_5,token_id_6,token_id_7,token_id_8,token_id_9,token_id_10,token_id_11,token_id_12,token_id_13,token_id_14,token_id_15,token_id_16,token_id_17,token_id_18,token_id_19,token_id_20
0.0,0.0,0.1,0.0022665548603981733,0.0019817352294921875,7.273834705352783,1.366483449935913,4.953145980834961e-05,4.929304122924805e-05,4.941225051879883e-05,4.941225051879883e-05,4.929304122924805e-05,4.947185516357422e-05,4.941225051879883e-05,4.941225051879883e-05,4.941225051879883e-05,4.935264587402344e-05,4.935264587402344e-05,4.953145980834961e-05,4.947185516357422e-05,4.941225051879883e-05,4.941225051879883e-05,4.953145980834961e-05,4.929304122924805e-05,4.935264587402344e-05,4.929304122924805e-05,4.941225051879883e-05,4163.0,6398.0,1466.0,390.0,2626.0,308.0,1054.0,1199.0,890.0,421.0,2776.0,1180.0,803.0,758.0,4885.0,764.0,1730.0,1238.0,3906.0,4945.0
1.0,0.0,0.1,0.0022827524226158857,0.0017528533935546875,5.951088905334473,1.867508888244629,0.0006604194641113281,0.000728607177734375,0.00011444091796875,0.0003249645233154297,0.00024044513702392578,0.0003173351287841797,0.0009150505065917969,0.00010675191879272461,8.600950241088867e-05,0.0001537799835205078,0.0002532005310058594,0.0002321004867553711,0.00033974647521972656,0.0006995201110839844,5.984306335449219e-05,6.23464584350586e-05,7.289648056030273e-05,7.18832015991211e-05,6.270408630371094e-05,6.35385513305664e-05,19566.0,544.0,29958.0,416.0,2413.0,2903.0,1354.0,1546.0,2197.0,17269.0,6275.0,4596.0,5950.0,1642.0,13421.0,28482.0,1135.0,530.0,29899.0,12391.0
2.0,0.0,0.1,0.002261481015011668,0.0016460418701171875,3.293776273727417,1.2321252822875977,0.0024051666259765625,0.0026226043701171875,0.00015842914581298828,0.0011739730834960938,0.00036406517028808594,0.0006008148193359375,0.006107330322265625,0.0001596212387084961,0.00012362003326416016,0.0003638267517089844,0.0005488395690917969,0.00045371055603027344,0.0005855560302734375,0.0017900466918945312,7.873773574829102e-05,8.291006088256836e-05,7.611513137817383e-05,9.489059448242188e-05,9.244680404663086e-05,0.0001590251922607422,2358.0,544.0,1729.0,2293.0,2268.0,15416.0,2032.0,1546.0,2197.0,17269.0,6275.0,4596.0,5950.0,29962.0,17319.0,19253.0,6013.0,22550.0,15224.0,13697.0
3.0,0.0,0.1,0.0022608572617173195,0.0015611648559570312,2.1719624996185303,1.220725655555725,0.004150390625,0.004241943359375,0.00024211406707763672,0.0027446746826171875,0.0004374980926513672,0.0008492469787597656,0.013336181640625,0.00020992755889892578,0.00018036365509033203,0.0006952285766601562,0.0008120536804199219,0.0007042884826660156,0.0009250640869140625,0.0035419464111328125,0.00010025501251220703,0.00011295080184936523,0.00010520219802856445,0.00017189979553222656,0.00023043155670166016,0.0006251335144042969,2358.0,544.0,7961.0,2293.0,2268.0,2903.0,2032.0,1546.0,2197.0,26819.0,6275.0,4596.0,7559.0,29962.0,17319.0,19253.0,4010.0,22550.0,15224.0,2277.0
4.0,0.0,0.1,0.0022674237843602896,0.0014810562133789062,1.434613823890686,1.260882019996643,0.005374908447265625,0.004764556884765625,0.0004069805145263672,0.00392913818359375,0.0005941390991210938,0.0014734268188476562,0.0185546875,0.0002435445785522461,0.0002397298812866211,0.0010099411010742188,0.0011167526245117188,0.0010833740234375,0.0017375946044921875,0.00595855712890625,0.00011903047561645508,0.0001392364501953125,0.00027370452880859375,0.0003039836883544922,0.0005574226379394531,0.002887725830078125,2358.0,751.0,4710.0,580.0,2268.0,27439.0,2032.0,1546.0,2197.0,26819.0,6275.0,4596.0,7559.0,29962.0,17319.0,19253.0,5198.0,22550.0,15224.0,2277.0
5.0,0.0,0.1,0.0022643900010734797,0.0013990402221679688,1.2718870639801025,1.2405327558517456,0.006565093994140625,0.006195068359375,0.0007605552673339844,0.006256103515625,0.0010061264038085938,0.0019445419311523438,0.023712158203125,0.00030875205993652344,0.0003559589385986328,0.001262664794921875,0.00159454345703125,0.0017461776733398438,0.00299835205078125,0.0083160400390625,0.0001474618911743164,0.00016427040100097656,0.0007662773132324219,0.0004940032958984375,0.001209259033203125,0.006412506103515625,2358.0,751.0,4710.0,29958.0,478.0,27439.0,2032.0,28602.0,491.0,26819.0,6275.0,4596.0,7559.0,29962.0,12863.0,19253.0,5198.0,22550.0,15224.0,2277.0
6.0,0.0,0.1,0.0022599324584007263,0.001323699951171875,1.1657962799072266,0.9728554487228394,0.00797271728515625,0.0072784423828125,0.0009093284606933594,0.01021575927734375,0.00191497802734375,0.0023136138916015625,0.0270843505859375,0.00045561790466308594,0.0006155967712402344,0.0018529891967773438,0.002162933349609375,0.0024356842041015625,0.003902435302734375,0.0103912353515625,0.00021708011627197266,0.00023365020751953125,0.00157928466796875,0.0010957717895507812,0.00226593017578125,0.017608642578125,2358.0,1102.0,4671.0,29958.0,478.0,2903.0,2032.0,28602.0,297.0,10711.0,6275.0,7559.0,7559.0,29962.0,12863.0,22550.0,5198.0,109.0,15224.0,20465.0
7.0,0.0,0.1,0.0022520849015563726,0.0012578964233398438,0.9585363864898682,0.9892013669013977,0.0096282958984375,0.007678985595703125,0.001346588134765625,0.015655517578125,0.0031757354736328125,0.0036869049072265625,0.0340576171875,0.0005960464477539062,0.000850677490234375,0.002742767333984375,0.0028228759765625,0.002735137939453125,0.004329681396484375,0.0121917724609375,0.00028586387634277344,0.0003478527069091797,0.0023479461669921875,0.0023479461669921875,0.00399017333984375,0.04071044921875,2358.0,1102.0,712.0,29958.0,478.0,2903.0,597.0,28602.0,297.0,2293.0,6275.0,7559.0,5950.0,29962.0,12863.0,22550.0,5198.0,109.0,1322.0,20465.0
8.0,0.0,0.1,0.002237489214166999,0.00119781494140625,0.8093298077583313,1.0085909366607666,0.0137786865234375,0.008758544921875,0.0022068023681640625,0.0215301513671875,0.003856658935546875,0.0059814453125,0.044586181640625,0.0008273124694824219,0.0010366439819335938,0.0043182373046875,0.00403594970703125,0.003345489501953125,0.004421234130859375,0.01325225830078125,0.00038743019104003906,0.0005197525024414062,0.0031566619873046875,0.0036144256591796875,0.00689697265625,0.06109619140625,17184.0,2233.0,24800.0,29958.0,478.0,2903.0,597.0,57.0,368.0,2293.0,6275.0,13752.0,5950.0,29962.0,8415.0,22550.0,5198.0,109.0,1322.0,20465.0
9.0,0.0,0.1,0.002219271380454302,0.0011453628540039062,0.6862755417823792,1.1098287105560303,0.0234375,0.01023101806640625,0.0036716461181640625,0.0248870849609375,0.0048065185546875,0.00896453857421875,0.0537109375,0.0012369155883789062,0.0013380050659179688,0.006526947021484375,0.005939483642578125,0.00519561767578125,0.004703521728515625,0.0138397216796875,0.00054931640625,0.0008273124694824219,0.00394439697265625,0.00463104248046875,0.00946807861328125,0.07147216796875,17184.0,2233.0,24800.0,29875.0,3767.0,2903.0,597.0,3839.0,368.0,2293.0,6275.0,13752.0,4286.0,29962.0,2553.0,462.0,5198.0,109.0,1322.0,20465.0
