epoch,cycle,learning_rate,entropy_term,kl_divergence_term,continuous_loss,discrete_loss,max_1,max_2,max_3,max_4,max_5,max_6,max_7,max_8,max_9,max_10,max_11,max_12,max_13,max_14,max_15,max_16,max_17,max_18,max_19,max_20,token_id_1,token_id_2,token_id_3,token_id_4,token_id_5,token_id_6,token_id_7,token_id_8,token_id_9,token_id_10,token_id_11,token_id_12,token_id_13,token_id_14,token_id_15,token_id_16,token_id_17,token_id_18,token_id_19,token_id_20
0.0,0.0,0.1,0.002266565104946494,0.0019817352294921875,7.430734634399414,1.352030634880066,4.947185516357422e-05,4.941225051879883e-05,4.9591064453125e-05,4.947185516357422e-05,4.941225051879883e-05,4.947185516357422e-05,4.935264587402344e-05,4.935264587402344e-05,4.929304122924805e-05,4.935264587402344e-05,4.941225051879883e-05,4.947185516357422e-05,4.935264587402344e-05,4.929304122924805e-05,4.947185516357422e-05,4.935264587402344e-05,4.953145980834961e-05,4.953145980834961e-05,4.947185516357422e-05,4.941225051879883e-05,1532.0,1479.0,708.0,721.0,4993.0,351.0,1167.0,1166.0,9260.0,611.0,2754.0,2832.0,568.0,3914.0,338.0,618.0,1534.0,3220.0,359.0,573.0
1.0,0.0,0.1,0.002271622885018587,0.0016412734985351562,6.312607765197754,1.3118457794189453,0.001865386962890625,0.0005025863647460938,0.0010404586791992188,0.0010690689086914062,0.0007963180541992188,0.0003552436828613281,0.0001252889633178711,0.00029468536376953125,0.000347137451171875,0.00029468536376953125,0.00037670135498046875,0.0002739429473876953,0.00020003318786621094,0.00011563301086425781,9.733438491821289e-05,0.00012010335922241211,0.00014579296112060547,0.00025963783264160156,0.00016427040100097656,0.0002884864807128906,13502.0,1011.0,5300.0,1895.0,1681.0,1620.0,1312.0,1549.0,4952.0,611.0,1213.0,972.0,1009.0,945.0,4150.0,16804.0,9598.0,29915.0,15716.0,12208.0
2.0,0.0,0.1,0.0022210802417248487,0.0014820098876953125,2.308903694152832,1.3136820793151855,0.005779266357421875,0.0019083023071289062,0.003414154052734375,0.004878997802734375,0.0033168792724609375,0.0006608963012695312,0.00021076202392578125,0.0008840560913085938,0.000621795654296875,0.0006184577941894531,0.0009660720825195312,0.0008673667907714844,0.00033855438232421875,0.00018358230590820312,0.00015056133270263672,0.0001919269561767578,0.0003216266632080078,0.0007066726684570312,0.00036716461181640625,0.0010251998901367188,5018.0,2268.0,5300.0,1895.0,4139.0,1620.0,2955.0,6275.0,4952.0,611.0,29991.0,972.0,29926.0,10382.0,27006.0,16804.0,9598.0,29915.0,15716.0,12208.0
3.0,0.0,0.1,0.002194821136072278,0.0013895034790039062,1.9560203552246094,1.52761971950531,0.01377105712890625,0.0034027099609375,0.00565338134765625,0.00782012939453125,0.0061187744140625,0.001049041748046875,0.0003352165222167969,0.0017242431640625,0.0009474754333496094,0.0008168220520019531,0.0016326904296875,0.0014982223510742188,0.0005035400390625,0.000286102294921875,0.0002104043960571289,0.0002460479736328125,0.0006051063537597656,0.0020771026611328125,0.0008502006530761719,0.0033245086669921875,2268.0,1011.0,5300.0,1895.0,4139.0,1620.0,15084.0,6275.0,4952.0,611.0,29991.0,972.0,2310.0,10382.0,27407.0,16804.0,9598.0,29915.0,1443.0,28862.0
4.0,0.0,0.1,0.00218366552144289,0.00131988525390625,1.64227294921875,1.4887487888336182,0.0277557373046875,0.00661468505859375,0.0071563720703125,0.00905609130859375,0.00768280029296875,0.001190185546875,0.0005502700805664062,0.002643585205078125,0.0010690689086914062,0.000812530517578125,0.0023670196533203125,0.0021877288818359375,0.0007014274597167969,0.0003733634948730469,0.0003268718719482422,0.00030541419982910156,0.0009336471557617188,0.00717926025390625,0.003925323486328125,0.01091766357421875,2268.0,1011.0,972.0,1895.0,4139.0,1620.0,15084.0,6275.0,4952.0,611.0,29991.0,972.0,2310.0,647.0,27407.0,16804.0,9598.0,29915.0,1443.0,28862.0
5.0,0.0,0.1,0.0021697941701859236,0.0012617111206054688,1.2889697551727295,1.380034327507019,0.046112060546875,0.00934600830078125,0.00832366943359375,0.0089569091796875,0.00823211669921875,0.001026153564453125,0.001010894775390625,0.0037021636962890625,0.0009183883666992188,0.0006260871887207031,0.0029621124267578125,0.0032787322998046875,0.0009655952453613281,0.0004696846008300781,0.0004520416259765625,0.0004515647888183594,0.001155853271484375,0.01212310791015625,0.0128631591796875,0.030609130859375,2268.0,2128.0,5950.0,1895.0,2268.0,1620.0,15084.0,6275.0,4952.0,611.0,29991.0,712.0,467.0,4532.0,27407.0,6501.0,9598.0,29915.0,1443.0,20001.0
6.0,0.0,0.1,0.0021557037252932787,0.0011930465698242188,1.0492222309112549,1.407967209815979,0.06048583984375,0.0144500732421875,0.00959014892578125,0.00911712646484375,0.00848388671875,0.0016431808471679688,0.0018939971923828125,0.004486083984375,0.0009794235229492188,0.0007729530334472656,0.004302978515625,0.00469207763671875,0.00162506103515625,0.0005950927734375,0.0006256103515625,0.0008821487426757812,0.0017681121826171875,0.0144805908203125,0.0282440185546875,0.0751953125,2268.0,2128.0,5950.0,5950.0,2268.0,3284.0,15084.0,6275.0,1711.0,25070.0,712.0,712.0,9598.0,4532.0,27407.0,6501.0,18936.0,29915.0,1443.0,20001.0
7.0,0.0,0.1,0.0021468752529472113,0.001129150390625,0.9705402851104736,1.4227091073989868,0.067626953125,0.016510009765625,0.0124969482421875,0.00978851318359375,0.00812530517578125,0.003543853759765625,0.003536224365234375,0.00585174560546875,0.0013093948364257812,0.0017442703247070312,0.005367279052734375,0.006572723388671875,0.003009796142578125,0.0006966590881347656,0.0007915496826171875,0.00152587890625,0.0033206939697265625,0.0157318115234375,0.03375244140625,0.107421875,2268.0,2128.0,5950.0,5950.0,2268.0,3284.0,15084.0,2503.0,6275.0,16081.0,712.0,712.0,9598.0,4532.0,27407.0,6501.0,18936.0,29915.0,1443.0,20001.0
8.0,0.0,0.1,0.002150696236640215,0.0010967254638671875,0.8107056021690369,1.4211835861206055,0.06756591796875,0.0236053466796875,0.018218994140625,0.01006317138671875,0.007328033447265625,0.00421142578125,0.005924224853515625,0.007648468017578125,0.0016374588012695312,0.003570556640625,0.00750732421875,0.00897979736328125,0.005184173583984375,0.0008721351623535156,0.0009622573852539062,0.00209808349609375,0.0049896240234375,0.015838623046875,0.032958984375,0.10772705078125,2268.0,29974.0,5950.0,5950.0,2268.0,3284.0,15084.0,2503.0,11687.0,25070.0,712.0,712.0,9598.0,4658.0,27407.0,6501.0,10788.0,29915.0,1443.0,20001.0
9.0,0.0,0.1,0.0021514969412237406,0.0010700225830078125,0.6553705334663391,1.4220466613769531,0.07080078125,0.036407470703125,0.0297393798828125,0.0105438232421875,0.00685882568359375,0.00646209716796875,0.00962066650390625,0.0095062255859375,0.0030670166015625,0.006389617919921875,0.01073455810546875,0.01177215576171875,0.007755279541015625,0.0010538101196289062,0.0011243820190429688,0.0023670196533203125,0.008636474609375,0.0167236328125,0.028839111328125,0.08148193359375,2268.0,29974.0,5950.0,5950.0,604.0,3284.0,15084.0,2503.0,18241.0,19699.0,712.0,712.0,467.0,4658.0,27407.0,6501.0,10788.0,597.0,1443.0,20001.0
