epoch,cycle,learning_rate,entropy_term,kl_divergence_term,continuous_loss,discrete_loss,max_1,max_2,max_3,max_4,max_5,max_6,max_7,max_8,max_9,max_10,max_11,max_12,max_13,max_14,max_15,max_16,max_17,max_18,max_19,max_20,token_id_1,token_id_2,token_id_3,token_id_4,token_id_5,token_id_6,token_id_7,token_id_8,token_id_9,token_id_10,token_id_11,token_id_12,token_id_13,token_id_14,token_id_15,token_id_16,token_id_17,token_id_18,token_id_19,token_id_20
0.0,0.0,0.1,0.00226657185703516,0.0019817352294921875,6.93897819519043,1.906380534172058,4.941225051879883e-05,4.935264587402344e-05,4.947185516357422e-05,4.947185516357422e-05,4.941225051879883e-05,4.947185516357422e-05,4.941225051879883e-05,4.953145980834961e-05,4.929304122924805e-05,4.941225051879883e-05,4.941225051879883e-05,4.941225051879883e-05,4.9591064453125e-05,4.947185516357422e-05,4.935264587402344e-05,4.953145980834961e-05,4.9591064453125e-05,4.941225051879883e-05,4.9591064453125e-05,4.941225051879883e-05,428.0,4793.0,762.0,912.0,6058.0,1931.0,98.0,1004.0,791.0,3597.0,1495.0,628.0,558.0,35.0,517.0,2000.0,919.0,1167.0,1622.0,396.0
1.0,0.0,0.1,0.0022947960533201694,0.0018482208251953125,5.300313472747803,1.5387213230133057,0.004451751708984375,0.00011342763900756836,9.083747863769531e-05,0.00010544061660766602,8.803606033325195e-05,0.00010263919830322266,0.00012671947479248047,0.0001055002212524414,8.505582809448242e-05,7.992982864379883e-05,8.821487426757812e-05,9.036064147949219e-05,8.07046890258789e-05,6.73532485961914e-05,6.73532485961914e-05,8.660554885864258e-05,9.542703628540039e-05,9.399652481079102e-05,0.00011426210403442383,0.00021839141845703125,29269.0,27985.0,6778.0,10382.0,17209.0,10719.0,10382.0,28948.0,4234.0,21135.0,29588.0,20450.0,13928.0,17205.0,25005.0,8288.0,10816.0,23192.0,13697.0,13697.0
2.0,0.0,0.1,0.0023096464574337006,0.0017461776733398438,5.147796154022217,1.5816824436187744,0.01346588134765625,0.00022542476654052734,0.00042629241943359375,0.0005679130554199219,0.0002410411834716797,0.00043392181396484375,0.0003330707550048828,0.0001558065414428711,0.00012069940567016602,0.00010526180267333984,0.00011271238327026367,0.0001277923583984375,0.00016927719116210938,0.0001068115234375,8.71419906616211e-05,8.994340896606445e-05,0.00014066696166992188,0.00012695789337158203,0.00020778179168701172,0.0006284713745117188,1408.0,14501.0,9588.0,3045.0,4535.0,1702.0,6115.0,7917.0,4234.0,5070.0,1642.0,20450.0,498.0,17205.0,25757.0,12915.0,11511.0,23192.0,13697.0,13697.0
3.0,0.0,0.1,0.0023222032468765974,0.0016565322875976562,4.5741400718688965,1.6493313312530518,0.03997802734375,0.0004029273986816406,0.0015287399291992188,0.0033969879150390625,0.0005273818969726562,0.0008635520935058594,0.0006842613220214844,0.0002562999725341797,0.0001647472381591797,0.00012731552124023438,0.00014698505401611328,0.00015938282012939453,0.000335693359375,0.00014781951904296875,0.0001157522201538086,0.00010854005813598633,0.00019049644470214844,0.0001672506332397461,0.00037670135498046875,0.0021572113037109375,28106.0,14501.0,9588.0,9588.0,1678.0,1702.0,6115.0,7917.0,4234.0,14354.0,1642.0,20450.0,498.0,17205.0,25757.0,12915.0,11511.0,20448.0,13697.0,13697.0
4.0,0.0,0.1,0.0023326363880187273,0.0015745162963867188,3.3525729179382324,1.4568605422973633,0.0716552734375,0.0007433891296386719,0.0035800933837890625,0.006839752197265625,0.0012540817260742188,0.00174713134765625,0.0011034011840820312,0.0003466606140136719,0.0002307891845703125,0.000171661376953125,0.00022995471954345703,0.00024771690368652344,0.0006890296936035156,0.0001914501190185547,0.00015783309936523438,0.00015473365783691406,0.0003161430358886719,0.0002467632293701172,0.0013437271118164062,0.0028228759765625,28106.0,22323.0,9588.0,3045.0,1678.0,1702.0,6115.0,7917.0,10313.0,22828.0,1642.0,28756.0,498.0,7770.0,25757.0,17465.0,11511.0,23192.0,13697.0,12499.0
5.0,0.0,0.1,0.002330078976228833,0.0014677047729492188,2.3321640491485596,1.4207009077072144,0.0826416015625,0.0011548995971679688,0.005306243896484375,0.0207366943359375,0.002857208251953125,0.003063201904296875,0.0014085769653320312,0.0005135536193847656,0.00037598609924316406,0.00025725364685058594,0.0004055500030517578,0.0003952980041503906,0.001373291015625,0.00033354759216308594,0.0002313852310180664,0.00025010108947753906,0.0005340576171875,0.0005435943603515625,0.006237030029296875,0.019317626953125,28106.0,9548.0,9588.0,3045.0,1678.0,1702.0,6115.0,28602.0,10313.0,22828.0,29962.0,28756.0,498.0,7770.0,7064.0,18375.0,11511.0,23192.0,13697.0,12499.0
6.0,0.0,0.1,0.0023071307223290205,0.0013761520385742188,2.14567232131958,1.3872195482254028,0.08392333984375,0.0018978118896484375,0.003986358642578125,0.057830810546875,0.00644683837890625,0.0046844482421875,0.0015363693237304688,0.0008063316345214844,0.0006322860717773438,0.0003809928894042969,0.0008649826049804688,0.0005993843078613281,0.0026836395263671875,0.0005235671997070312,0.00037550926208496094,0.00041413307189941406,0.0009975433349609375,0.0012941360473632812,0.028106689453125,0.0540771484375,28106.0,9548.0,9588.0,3045.0,1678.0,1702.0,6115.0,28602.0,10313.0,22828.0,29962.0,28756.0,498.0,7770.0,19361.0,1619.0,11275.0,23192.0,13697.0,12499.0
7.0,0.0,0.1,0.0022866250947117805,0.0013132095336914062,2.0041422843933105,1.381518840789795,0.08526611328125,0.002758026123046875,0.0021419525146484375,0.10400390625,0.01175689697265625,0.00690460205078125,0.001529693603515625,0.0010671615600585938,0.0008487701416015625,0.0005679130554199219,0.0015287399291992188,0.0007863044738769531,0.003704071044921875,0.0007534027099609375,0.0005221366882324219,0.0007619857788085938,0.0021820068359375,0.0028553009033203125,0.0843505859375,0.083740234375,1408.0,6286.0,1261.0,3045.0,1678.0,1702.0,6115.0,28602.0,10313.0,22828.0,29962.0,28756.0,498.0,24110.0,19361.0,1619.0,11275.0,23192.0,13697.0,12499.0
8.0,0.0,0.1,0.0022738496772944927,0.0012559890747070312,1.850109338760376,1.525763750076294,0.07275390625,0.0037899017333984375,0.0022182464599609375,0.1334228515625,0.01824951171875,0.00931549072265625,0.002147674560546875,0.0012121200561523438,0.0009317398071289062,0.0008053779602050781,0.0023212432861328125,0.0009012222290039062,0.0038013458251953125,0.0012722015380859375,0.0007624626159667969,0.0013484954833984375,0.003997802734375,0.004993438720703125,0.1488037109375,0.100341796875,1408.0,6286.0,1261.0,3045.0,1678.0,1702.0,712.0,28602.0,10313.0,22828.0,29962.0,28756.0,498.0,13697.0,3575.0,1619.0,11275.0,23192.0,13697.0,12499.0
9.0,0.0,0.1,0.002266695024445653,0.0012073516845703125,1.6189062595367432,1.4675073623657227,0.0655517578125,0.004993438720703125,0.002246856689453125,0.143798828125,0.027557373046875,0.01108551025390625,0.004436492919921875,0.001392364501953125,0.00130462646484375,0.0010662078857421875,0.003238677978515625,0.0012359619140625,0.004421234130859375,0.0020751953125,0.0018482208251953125,0.002300262451171875,0.0060882568359375,0.0082855224609375,0.1966552734375,0.10272216796875,27332.0,6286.0,1261.0,3045.0,1678.0,1702.0,712.0,4116.0,545.0,22828.0,29962.0,18065.0,427.0,13697.0,3575.0,1619.0,11275.0,1769.0,13697.0,12499.0
